;SKU;Faturamento
1548;24.11.159.109.04;969.69
1549;8.03.71.05.00;966.9
1550;8.24.53.50.00;966.24
1551;24.57.66.667.00;965.51
1552;24.57.66.506.06;964.7399999999999
1553;24.57.66.27.00;964.3199999999999
1554;24.54.159.48.20;962.38
1555;24.56.66.588.57;959.4
1556;24.52.159.83.00;956.97
1557;24.71.159.35.06;955.76
1558;24.55.66.10.04;951.01
1559;24.11.175.13.01;950.52
1560;6.28.60.26.08;949.9
1561;24.50.66.760.00;949.4000000000001
1562;21.14.175.38.57;947.76
1563;24.50.66.722.01;945.78
1564;8.25.53.94.00;945.1399999999999
1565;24.10.159.54.08;945.04
1566;8.11.160.21.18;944.3
1567;8.30.33.46.00;940.5799999999999
1568;21.40.46.30.16;940.44
1569;24.50.66.428.00;936.9300000000001
1570;24.54.66.181.20;936.4200000000001
1571;21.40.46.1531.08;935.6
1572;21.14.50.58.00;935.5
1573;24.50.66.317.00;934.6
1574;24.55.66.328.00;934.4
1575;24.50.66.770.01;933.91
1576;8.25.57.205.07;932.4300000000001
1577;24.10.159.96.01;932.23
1578;8.25.57.161.00;931.1
1579;24.55.66.514.00;930.54
1580;24.10.159.130.01;930.4
1581;24.10.159.415.01;930.1800000000001
1582;24.53.163.28.00;925.98
1583;8.09.04.77.10;925.9
1584;24.11.175.39.01;923.4399999999999
1585;8.26.138.80.11;920.83
1586;8.02.01.01.01;920.79
1587;24.68.174.18.00;920.0
1588;24.57.159.33.00;919.58
1589;21.14.50.51.00;917.9
1590;21.14.50.1379.10;913.84
1591;24.10.159.49.00;912.6299999999999
1592;24.54.66.397.04;910.8000000000001
1593;24.52.159.33.00;910.7
1594;24.50.66.213.05;909.84
1595;8.24.53.38.00;909.5999999999999
1596;24.53.163.29.00;907.0899999999999
1597;24.10.159.250.57;906.9999999999999
1598;8.30.33.47.00;906.9
1599;8.25.01.13.06;905.9300000000001
1600;24.55.66.530.00;904.41
1601;8.30.53.15.07;903.37
1602;24.54.159.06.10;902.3900000000001
1603;8.03.74.02.01;902.0
1604;24.11.159.10.00;900.56
1605;24.55.66.504.00;899.6999999999999
1606;8.05.61.23.10;899.1
1607;8.05.74.01.10;899.0
1608;8.05.61.12.11;899.0
1609;8.25.57.208.18;897.9
1610;24.56.159.119.07;897.4
1611;24.54.66.360.00;896.6300000000001
1612;24.10.159.307.01;896.24
1613;24.54.66.386.00;895.8
1614;8.11.160.24.18;895.71
1615;24.52.66.371.00;895.28
1616;8.11.160.05.02;893.52
1617;24.56.159.134.00;892.8
1618;8.24.23.48.07;892.52
1619;8.11.160.13.76;889.6999999999999
1620;8.25.01.05.10;889.46
1621;24.71.159.25.05;889.46
1622;24.56.66.525.00;888.24
1623;24.56.66.591.00;886.9000000000001
1624;24.52.66.381.00;883.43
1625;24.69.163.06.00;878.5
1626;24.50.66.109.00;878.4599999999999
1627;24.50.66.694.00;877.5999999999999
1628;8.24.53.20.18;876.89
1629;8.03.71.07.00;874.74
1630;24.53.66.10.00;870.9100000000001
1631;24.57.66.14.00;870.0
1632;24.54.159.66.00;869.98
1633;24.53.66.75.00;869.1999999999999
1634;8.13.33.04.00;868.9
1635;24.53.163.25.00;867.24
1636;24.54.159.22.00;866.9399999999999
1637;24.56.66.164.00;866.04
1638;8.24.33.03.18;865.8000000000001
1639;24.52.66.162.00;865.71
1640;21.14.50.331.00;864.9
1641;24.69.163.12.00;863.02
1642;8.24.53.11.18;861.6999999999999
1643;24.57.67.16.00;860.4300000000001
1644;21.14.46.261.00;859.9
1645;8.30.53.12.00;859.6999999999999
1646;8.24.33.02.11;859.6500000000001
1647;6.28.60.05.115;859.0
1648;24.54.66.381.00;858.5200000000001
1649;21.14.46.61.76;857.9
1650;24.52.66.49.00;857.6999999999999
1651;24.10.159.97.06;855.78
1652;24.57.66.235.00;850.64
1653;8.25.57.189.69;849.6400000000001
1654;8.25.92.12.10;849.4000000000001
1655;8.25.53.22.00;849.0899999999999
1656;24.50.66.09.00;848.0
1657;8.25.69.19.00;847.3000000000001
1658;24.10.159.86.00;844.73
1659;24.53.163.159.00;843.54
1660;24.50.66.256.04;842.1
1661;24.10.159.117.06;841.9000000000001
1662;24.10.159.09.00;839.77
1663;24.55.66.507.00;839.6999999999999
1664;24.68.163.32.00;839.3000000000001
1665;8.06.39.24.18;837.2
1666;24.69.163.82.00;836.5
1667;24.52.159.124.00;835.9499999999999
1668;24.11.175.12.57;835.56
1669;24.50.66.502.00;835.2
1670;8.01.74.11.10;833.0999999999999
1671;24.10.159.134.00;831.1899999999999
1672;24.53.163.146.00;830.1
1673;24.11.175.114.10;829.8
1674;24.69.163.38.00;829.5500000000001
1675;8.07.32.37.10;829.0
1676;24.53.163.10.00;828.86
1677;8.01.74.02.57;827.1
1678;8.25.53.04.00;826.15
1679;8.25.100.01.00;825.6500000000001
1680;8.24.53.60.00;825.3000000000001
1681;21.14.46.19.76;824.9
1682;8.24.53.21.07;823.9000000000001
1683;24.11.159.104.06;823.7
1684;24.50.66.316.00;822.6
1685;21.14.46.400.76;819.9
1686;24.11.175.121.10;819.8
1687;24.52.66.424.18;819.21
1688;21.14.46.67.00;814.9
1689;24.50.66.500.00;814.14
1690;24.57.66.358.01;813.6899999999999
1691;8.24.53.27.00;812.3199999999999
1692;24.50.66.291.04;812.07
1693;24.57.159.25.00;811.84
1694;21.40.46.467.10;811.6
1695;24.53.163.52.00;810.65
1696;24.50.66.339.00;810.0999999999999
1697;21.14.175.22.01;809.1
1698;24.56.159.46.00;808.74
1699;24.50.66.287.00;805.62
1700;24.55.159.23.20;805.0
1701;24.10.159.91.08;803.28
1702;24.54.66.69.11;802.3100000000001
1703;24.53.66.144.00;801.87
1704;24.52.66.101.18;801.3000000000001
1705;24.57.66.710.04;799.9
1706;8.27.92.02.00;799.8
1707;24.11.175.174.06;799.6
1708;8.30.92.25.69;799.6
1709;8.25.57.180.07;799.41
1710;24.52.66.423.00;799.28
1711;8.30.92.20.00;799.2
1712;24.52.66.205.06;799.0
1713;24.68.174.57.00;797.6999999999999
1714;8.25.01.01.01;796.21
1715;24.10.159.161.00;796.1899999999999
1716;24.50.66.154.00;795.61
1717;8.11.33.02.18;795.54
1718;21.40.46.1528.76;794.6999999999999
1719;21.40.46.1529.10;793.6999999999999
1720;24.53.66.206.00;793.09
1721;24.52.66.202.06;793.09
1722;24.54.159.07.00;790.9399999999999
1723;24.10.159.324.00;790.21
1724;8.30.53.59.00;789.3000000000001
1725;24.51.159.03.10;789.22
1726;8.30.33.38.00;788.79
1727;24.50.66.748.07;787.12
1728;21.14.50.268.00;785.8
1729;24.69.163.29.00;784.8000000000001
1730;8.05.04.06.18;784.55
1731;8.25.01.14.07;784.27
1732;24.56.66.44.00;783.1999999999999
1733;24.54.66.45.08;782.72
1734;24.50.66.137.00;781.79
1735;24.50.66.756.00;781.4000000000001
1736;24.56.159.56.00;781.1
1737;24.50.66.743.07;780.5
1738;24.53.163.144.00;780.0
1739;24.50.66.783.00;779.8
1740;8.11.92.11.00;779.7
1741;8.24.23.02.69;778.62
1742;8.11.30.04.00;776.9
1743;8.03.23.05.01;775.95
1744;24.52.66.395.76;774.9000000000001
1745;24.10.159.254.01;774.64
1746;8.30.53.75.69;774.46
1747;24.52.159.66.76;774.04
1748;7.10.49.13.01;774.0
1749;24.11.159.111.00;772.9100000000001
1750;21.16.46.11.00;772.11
1751;21.14.46.399.01;772.1
1752;24.52.66.58.00;772.01
1753;24.57.67.15.00;769.5500000000001
1754;8.25.53.33.95;768.9000000000001
1755;24.57.163.05.00;768.3900000000001
1756;24.53.163.158.00;767.27
1757;8.25.86.16.00;766.81
1758;24.11.159.70.06;764.35
1759;24.53.66.171.00;761.3599999999999
1760;24.52.66.31.00;761.0999999999999
1761;8.25.92.21.57;759.8
1762;8.01.74.10.18;759.8
1763;21.14.46.474.16;759.6
1764;8.24.53.55.18;757.3
1765;8.11.33.03.17;755.89
1766;8.01.04.02.07;755.6600000000001
1767;8.30.33.14.00;754.8
1768;21.14.50.1355.07;754.22
1769;8.25.53.66.00;753.74
1770;24.52.66.199.00;752.5699999999999
1771;24.54.159.32.00;752.53
1772;24.50.66.334.00;752.24
1773;24.52.66.204.06;749.9
1774;24.11.175.105.06;749.8
1775;8.06.04.03.07;749.7
1776;24.11.175.16.57;749.7
1777;8.07.32.42.00;749.0
1778;8.09.28.66.10;747.91
1779;6.28.60.24.113;747.0
1780;24.52.159.20.00;745.2
1781;24.11.159.84.04;744.81
1782;24.52.66.382.00;744.75
1783;8.25.69.30.00;743.96
1784;24.52.66.218.00;742.35
1785;24.52.159.73.08;741.3399999999999
1786;8.05.01.19.17;739.9
1787;24.53.163.48.00;739.52
1788;8.09.54.05.01;738.9
1789;24.52.66.110.00;738.5600000000001
1790;8.24.53.12.07;738.4
1791;8.01.74.14.07;737.96
1792;24.54.66.44.11;737.55
1793;24.57.66.470.04;736.8
1794;8.25.53.15.00;736.4399999999999
1795;24.54.159.47.18;736.14
1796;24.10.159.84.00;735.36
1797;24.52.159.95.00;734.0
1798;8.09.23.55.10;732.75
1799;24.53.163.155.00;730.94
1800;24.55.66.513.00;730.5
1801;24.71.175.01.57;730.3000000000001
1802;8.27.01.09.18;729.5
1803;24.52.66.422.00;729.4599999999999
1804;8.25.57.59.03;729.2
1805;21.14.46.62.01;727.9
1806;8.30.33.06.00;726.9
1807;24.54.66.03.00;724.5
1808;24.53.66.38.00;724.2
1809;8.24.53.67.11;723.9
1810;19.37.44.03.01;722.9
1811;8.25.01.42.01;721.13
1812;24.52.66.33.00;720.11
1813;24.52.66.272.00;715.8
1814;24.11.175.07.06;713.57
1815;24.56.159.109.01;713.5
1816;24.55.66.538.00;712.8
1817;24.11.175.03.06;707.6999999999999
1818;8.30.53.17.69;705.3399999999999
1819;8.06.04.04.18;705.0
1820;8.07.32.52.104;704.65
1821;24.52.66.281.00;703.5
1822;8.30.53.58.00;703.3000000000001
1823;24.56.159.74.00;702.0799999999999
1824;24.11.175.120.10;700.8
1825;8.67.170.02.76;699.99
1826;24.10.159.323.00;699.9
1827;8.11.164.02.08;699.9
1828;21.14.46.1679.01;699.9
1829;8.09.53.38.01;699.9
1830;8.25.92.09.00;699.7
1831;8.30.57.60.18;699.66
1832;8.24.53.75.18;699.3000000000001
1833;8.30.33.59.69;699.0
1834;8.12.01.21.01;698.7
1835;8.01.28.31.10;698.0
1836;24.56.66.598.00;695.5
1837;24.11.175.04.57;693.6
1838;21.14.50.807.00;693.43
1839;24.69.163.78.00;692.6
1840;8.24.23.52.07;691.18
1841;24.10.159.316.10;690.4699999999999
1842;24.53.66.18.00;690.43
1843;24.11.159.107.06;690.4200000000001
1844;24.10.159.265.00;690.0
1845;8.25.53.91.06;689.96
1846;21.14.50.1166.06;687.9
1847;24.69.163.19.00;686.3000000000001
1848;8.24.53.72.18;685.2
1849;24.53.163.167.00;685.06
1850;8.07.04.24.47;684.9
1851;24.56.66.186.00;684.0
1852;24.10.159.38.01;683.85
1853;24.56.159.07.01;683.12
1854;24.56.66.468.00;680.04
1855;3.03.64.03.00;680.0
1856;21.14.50.79.00;679.71
1857;8.13.98.06.69;679.31
1858;24.52.159.67.10;679.1700000000001
1859;6.28.60.20.07;679.0
1860;8.06.04.26.01;678.9
1861;8.30.57.58.69;678.5699999999999
1862;24.10.159.298.00;674.9499999999999
1863;21.14.46.1201.06;673.79
1864;24.53.163.24.00;673.41
1865;24.57.159.17.04;673.4000000000001
1866;24.50.66.716.05;672.6
1867;21.40.46.469.08;671.67
1868;8.25.75.51.10;671.4
1869;24.10.159.382.00;670.45
1870;8.03.74.06.01;669.9
1871;24.71.159.10.00;669.6400000000001
1872;8.25.86.02.00;669.47
1873;24.54.159.75.00;668.4100000000001
1874;24.50.67.40.00;668.4000000000001
1875;8.12.01.09.01;667.47
1876;24.10.159.268.00;667.26
1877;24.56.66.344.00;667.2499999999999
1878;8.25.53.28.114;665.84
1879;24.54.66.231.00;665.2
1880;8.25.53.21.00;665.0
1881;24.69.163.03.00;663.9
1882;24.55.66.544.04;661.5
1883;24.54.66.177.00;661.26
1884;21.14.50.1167.57;660.0
1885;24.69.163.71.00;659.7
1886;8.06.39.11.10;658.45
1887;8.03.71.19.07;658.32
1888;24.57.66.26.00;658.0699999999999
1889;24.55.66.01.00;655.49
1890;24.55.66.201.00;654.9100000000001
1891;24.55.66.258.04;654.7
1892;24.11.175.43.00;653.62
1893;8.25.01.27.06;653.4
1894;24.10.159.443.01;653.26
1895;24.50.66.275.00;653.08
1896;8.27.04.07.11;651.38
1897;24.52.66.59.00;650.53
1898;8.67.170.01.11;649.99
1899;24.53.66.205.00;649.29
1900;24.57.67.77.00;647.5
1901;24.53.66.19.00;646.18
1902;21.14.50.712.00;644.8
1903;24.10.159.72.11;644.4
1904;24.50.66.723.00;643.8
1905;24.52.66.69.00;643.41
1906;24.50.66.56.10;642.8
1907;24.54.66.56.00;641.61
1908;24.50.66.321.04;641.4000000000001
1909;8.24.53.48.11;640.6
1910;8.25.92.07.18;639.9
1911;24.55.66.540.00;639.8
1912;8.24.128.15.07;639.7
1913;21.14.50.59.00;639.53
1914;24.10.159.294.08;639.13
1915;24.53.66.61.00;638.3
1916;8.25.69.07.00;637.54
1917;24.11.159.117.00;636.9
1918;24.54.66.367.00;636.9
1919;24.54.66.395.00;635.9
1920;8.05.01.18.27;635.9
1921;24.69.163.49.00;633.9399999999999
1922;24.56.66.602.10;633.9
1923;24.50.66.403.00;632.6999999999999
1924;8.25.75.40.18;632.0
1925;8.24.53.43.113;631.71
1926;24.55.159.20.20;630.93
1927;8.24.23.51.57;630.38
1928;24.10.159.61.00;627.66
1929;24.53.163.164.00;627.1
1930;8.30.57.46.10;627.01
1931;24.71.159.08.00;626.82
1932;24.56.159.47.00;625.56
1933;24.54.66.239.00;625.3000000000001
1934;8.04.04.02.18;622.9
1935;8.24.53.28.00;620.54
1936;24.50.66.414.00;620.5
1937;24.10.159.369.00;618.86
1938;8.24.53.13.18;618.8
1939;8.30.92.24.10;618.2
1940;8.06.23.01.00;615.9
1941;24.10.159.258.01;615.4499999999999
1942;24.10.159.280.00;614.5899999999999
1943;8.30.53.73.69;611.4
1944;24.50.66.53.04;611.08
1945;8.07.04.04.18;609.9
1946;8.03.74.03.01;609.0
1947;8.13.33.12.69;608.9
1948;8.25.01.36.03;608.5999999999999
1949;21.14.46.03.07;607.7
1950;8.30.53.72.69;607.03
1951;8.24.53.17.07;606.95
1952;8.24.53.66.16;606.4699999999999
1953;24.56.66.582.57;605.22
1954;8.06.03.16.07;603.81
1955;24.54.66.244.00;601.32
1956;24.52.159.59.06;601.1
1957;21.14.46.1326.06;599.8
1958;8.24.128.12.18;599.7
1959;8.24.128.16.10;599.7
1960;8.25.92.01.10;599.0
1961;8.25.57.190.69;598.8199999999999
1962;8.25.69.23.00;597.4
1963;24.56.159.49.00;597.16
1964;24.55.159.16.00;596.91
1965;24.10.159.175.18;596.79
1966;8.24.58.53.03;596.6
1967;24.10.159.412.04;596.49
1968;8.30.92.14.00;595.01
1969;21.40.50.47.00;594.84
1970;8.27.04.06.06;594.48
1971;21.40.46.68.00;593.65
1972;8.13.53.01.11;593.2
1973;24.52.66.119.00;593.1800000000001
1974;24.51.159.38.00;593.0
1975;24.55.66.75.00;592.5
1976;24.10.159.331.00;592.0
1977;8.09.54.04.07;591.12
1978;24.50.66.512.00;590.77
1979;24.54.159.08.00;590.6999999999999
1980;24.53.66.162.00;589.7099999999999
1981;24.68.163.05.00;589.6
1982;24.50.66.276.00;589.4100000000001
1983;8.24.72.44.07;588.7
1984;21.40.46.1575.01;587.5
1985;8.30.33.20.00;587.35
1986;24.10.159.284.00;587.3
1987;24.11.159.90.00;586.85
1988;24.53.163.156.00;585.86
1989;24.50.163.01.00;583.4000000000001
1990;8.26.138.59.07;581.03
1991;8.11.164.06.07;580.92
1992;21.40.175.02.06;580.45
1993;8.06.04.05.18;579.8
1994;8.30.53.13.00;579.66
1995;21.40.46.1587.12;578.6
1996;21.40.50.72.00;577.9
1997;8.30.53.38.00;577.3000000000001
1998;24.68.174.05.00;576.8
1999;21.40.46.466.112;575.8
2000;24.68.174.36.00;574.21
2001;24.56.66.355.00;572.01
2002;21.14.50.766.00;570.3
2003;8.04.53.18.01;569.9
2004;8.01.70.06.07;569.8
2005;24.52.159.70.01;567.06
2006;8.60.171.06.18;567.0
2007;21.14.50.720.00;565.8
2008;24.52.159.104.06;565.5
2009;8.25.100.02.00;565.14
2010;21.14.50.1380.10;565.11
2011;21.14.50.685.00;564.9
2012;8.11.160.27.02;563.76
2013;24.54.159.61.00;560.52
2014;8.03.39.04.10;559.9
2015;24.57.66.244.06;559.2
2016;8.25.75.43.10;558.0
2017;24.54.159.46.01;556.35
2018;21.14.46.1236.12;554.7
2019;8.12.04.01.06;553.8
2020;8.11.160.30.07;553.43
2021;8.24.53.02.00;552.6
2022;8.24.53.23.00;552.03
2023;8.24.92.12.00;551.61
2024;24.53.163.124.00;551.6
2025;21.14.50.13.00;551.2
2026;24.55.66.272.04;551.19
2027;24.56.159.128.00;550.6800000000001
2028;24.56.159.23.00;550.14
2029;8.24.92.71.00;549.9
2030;21.14.50.1088.00;549.7
2031;24.54.159.27.07;549.21
2032;8.25.135.05.00;549.1
2033;8.24.53.49.00;548.72
2034;24.57.159.35.06;547.8199999999999
2035;24.10.159.350.01;547.8
2036;8.07.54.06.01;547.4200000000001
2037;21.62.131.40.00;547.0
2038;24.54.66.01.00;546.21
2039;8.24.53.19.07;546.14
2040;24.50.66.241.06;545.98
2041;8.13.57.01.69;545.44
2042;8.25.75.75.69;544.98
2043;24.11.175.18.10;544.8
2044;8.30.53.74.69;544.7
2045;8.25.53.31.95;543.67
2046;8.24.23.66.10;543.43
2047;24.52.66.53.00;543.1899999999999
2048;24.56.66.587.01;541.4
2049;24.54.159.42.00;541.1
2050;24.10.159.243.08;541.04
2051;24.56.66.530.00;538.85
2052;24.55.159.61.20;537.86
2053;24.54.66.248.00;537.7
2054;24.10.159.228.00;537.65
2055;8.30.148.22.00;537.0
2056;24.54.66.238.00;536.52
2057;21.19.46.06.18;535.8
2058;24.10.159.291.01;533.85
2059;24.54.66.247.00;533.28
2060;24.57.66.582.00;531.7
2061;24.55.159.08.01;531.31
2062;8.24.23.12.69;531.24
2063;24.57.66.353.16;530.19
2064;21.14.50.64.00;530.05
2065;8.11.160.23.18;529.31
2066;8.03.74.12.01;529.0
2067;24.54.66.356.00;528.84
2068;8.60.171.02.06;528.8
2069;8.24.23.50.18;528.12
2070;8.01.57.03.10;528.0999999999999
2071;8.24.23.23.18;528.08
2072;8.25.57.164.07;527.87
2073;24.54.159.69.00;527.2
2074;8.24.23.49.11;526.9200000000001
2075;21.14.50.662.00;526.81
2076;24.10.159.425.01;526.8
2077;8.24.53.53.18;524.7
2078;24.10.159.305.00;521.63
2079;24.54.159.31.00;521.4
2080;24.55.159.19.04;520.21
2081;8.25.53.45.00;520.0
2082;8.03.39.05.10;519.9
2083;21.14.50.35.00;519.8
2084;24.10.159.404.06;519.2
2085;24.10.159.359.00;519.18
2086;24.52.159.39.01;517.4000000000001
2087;24.70.159.09.69;515.7
2088;8.30.33.17.00;515.5600000000001
2089;24.55.159.60.20;514.5
2090;24.57.66.670.04;514.04
2091;24.57.159.62.20;513.96
2092;8.25.135.03.00;513.0799999999999
2093;24.52.159.97.00;512.5
2094;24.51.159.18.00;512.2099999999999
2095;24.71.175.02.76;511.6
2096;24.69.163.20.00;511.42
2097;24.11.159.116.04;511.26
2098;8.30.53.49.00;509.38
2099;24.57.66.317.00;508.72
2100;8.25.70.11.10;508.40000000000003
2101;8.24.23.54.18;507.82
2102;8.25.57.89.10;507.82
2103;24.10.159.306.10;507.2
2104;24.51.159.19.00;507.09999999999997
2105;8.30.148.12.00;507.0
2106;24.52.159.68.01;506.4
2107;8.25.142.01.69;506.31
2108;24.57.159.19.08;506.20000000000005
2109;24.52.66.314.00;506.02
2110;24.10.159.308.01;505.4
2111;24.56.66.150.07;504.59000000000003
2112;24.50.66.178.00;503.70000000000005
2113;24.68.163.18.00;503.6
2114;21.14.50.496.00;502.79999999999995
2115;24.10.159.396.57;502.70000000000005
2116;24.11.159.125.06;502.5
2117;8.26.138.60.07;502.5
2118;24.10.159.322.08;502.4
2119;24.54.66.362.00;501.6
2120;24.55.159.22.20;500.91999999999996
2121;24.52.66.396.06;500.28
2122;21.14.46.343.01;500.22
2123;21.14.50.744.00;499.8
2124;24.50.66.745.07;499.32000000000005
2125;8.05.61.01.116;499.0
2126;24.55.66.150.00;498.6
2127;8.30.33.57.69;498.0
2128;24.56.159.44.01;497.79
2129;24.54.66.387.00;497.5
2130;21.14.50.751.00;496.76
2131;8.30.57.03.00;496.7
2132;8.11.160.35.07;495.8
2133;8.25.75.33.00;495.0
2134;24.56.159.104.00;494.18
2135;24.54.66.363.00;493.5
2136;8.30.148.81.00;492.70000000000005
2137;24.69.163.34.00;492.64000000000004
2138;24.10.159.211.00;491.5
2139;24.11.175.36.10;490.0
2140;8.03.39.03.01;489.9
2141;21.14.50.14.00;489.79999999999995
2142;24.57.163.01.00;489.53999999999996
2143;21.40.50.10.00;487.9
2144;24.54.159.33.00;487.1
2145;24.11.159.100.00;486.7
2146;24.52.66.430.00;486.48
2147;24.71.159.30.10;486.0
2148;8.25.57.42.06;485.97
2149;21.14.50.834.00;485.79999999999995
2150;24.69.163.40.00;485.40000000000003
2151;8.25.75.81.10;485.3
2152;24.68.163.03.00;485.27
2153;24.57.66.448.00;485.1
2154;24.57.66.675.00;484.24
2155;24.10.159.139.00;482.9
2156;21.40.50.28.00;482.9
2157;21.48.46.1414.00;482.79999999999995
2158;8.25.01.20.18;481.0
2159;8.24.57.87.69;480.0
2160;8.07.68.03.76;479.9
2161;8.11.92.07.00;479.8
2162;24.50.66.288.00;479.8
2163;8.04.28.01.18;479.0
2164;24.52.159.69.00;478.3
2165;24.55.159.63.20;478.17
2166;24.53.163.149.00;478.0
2167;8.11.160.29.02;477.8
2168;24.53.66.208.01;477.70000000000005
2169;24.57.66.275.11;477.59999999999997
2170;21.14.46.229.00;476.8
2171;8.24.92.53.00;476.64
2172;21.16.50.05.00;476.22999999999996
2173;8.25.53.26.00;475.34999999999997
2174;24.52.66.418.06;475.22
2175;24.50.66.777.04;473.6
2176;24.53.163.19.00;472.92999999999995
2177;8.25.57.28.00;472.58
2178;8.03.57.01.69;470.64000000000004
2179;8.25.57.26.07;470.4
2180;8.05.01.16.18;469.9
2181;8.01.93.01.06;469.0
2182;24.56.66.163.00;468.7
2183;8.24.57.91.06;467.84000000000003
2184;24.57.66.494.05;467.40000000000003
2185;8.25.53.16.00;466.05
2186;24.54.66.95.01;463.72
2187;24.69.163.50.00;463.0
2188;24.68.174.04.00;462.9
2189;24.11.175.06.10;462.70000000000005
2190;3.03.64.01.00;462.0
2191;8.07.39.06.00;460.85
2192;8.07.39.08.01;460.85
2193;8.07.39.05.07;460.85
2194;8.30.33.16.00;460.12
2195;24.50.163.02.00;459.9
2196;24.11.175.106.06;459.9
2197;8.25.01.11.10;459.8
2198;24.55.159.34.00;459.43
2199;8.30.94.14.08;459.0
2200;8.25.100.05.00;458.21999999999997
2201;24.10.159.447.01;457.83
2202;24.54.66.354.00;457.46000000000004
2203;24.50.66.551.00;455.50000000000006
2204;24.52.159.63.00;454.5
2205;8.24.23.67.10;454.29999999999995
2206;24.55.66.512.00;453.70000000000005
2207;24.55.66.528.00;452.9
2208;24.54.159.52.69;452.58
2209;8.25.01.26.06;452.33
2210;24.71.159.21.10;451.7
2211;8.25.57.144.06;451.2
2212;21.14.50.760.00;449.82
2213;24.57.66.672.00;448.2
2214;21.14.46.1694.00;448.11
2215;24.10.159.159.00;447.81
2216;24.52.159.126.20;447.46
2217;8.30.33.01.10;446.92
2218;8.30.53.27.00;446.6
2219;24.10.159.52.00;446.26
2220;24.11.175.14.10;445.8
2221;24.11.175.52.57;445.8
2222;24.52.159.92.00;445.68
2223;8.24.23.64.07;445.5
2224;24.10.159.301.00;443.65999999999997
2225;21.48.46.392.04;442.9
2226;24.10.159.433.01;442.44
2227;24.50.66.431.00;441.62
2228;24.54.66.246.00;441.6
2229;24.10.159.272.00;441.22
2230;24.10.159.15.00;439.8
2231;8.12.01.01.06;439.8
2232;8.60.85.10.00;439.0
2233;8.03.04.47.07;438.9
2234;24.57.67.18.00;438.5
2235;24.10.159.281.00;438.29999999999995
2236;8.60.85.53.00;438.0
2237;8.27.04.03.07;437.6
2238;8.30.33.55.00;437.5
2239;8.27.04.04.10;436.70000000000005
2240;24.52.159.57.06;435.71000000000004
2241;24.54.66.148.00;435.40000000000003
2242;24.69.163.36.00;434.70000000000005
2243;24.56.66.592.00;431.6
2244;24.56.66.53.00;431.45
2245;24.50.66.285.00;430.70000000000005
2246;8.25.47.126.18;429.9
2247;8.01.74.12.07;429.9
2248;24.55.159.57.00;429.7
2249;24.10.159.104.00;429.29999999999995
2250;24.53.163.160.00;429.23
2251;24.53.66.67.00;429.0
2252;8.11.92.13.00;428.64
2253;24.54.66.241.00;428.6
2254;8.30.33.51.00;428.32
2255;24.11.175.109.57;427.9
2256;8.04.03.15.10;424.9
2257;8.26.138.73.16;424.72
2258;24.56.66.486.00;424.53000000000003
2259;8.25.57.187.18;423.76
2260;8.03.71.20.18;423.61
2261;24.60.163.01.00;423.5
2262;8.27.57.02.07;422.22
2263;8.09.39.04.01;419.9
2264;24.50.66.472.00;419.70000000000005
2265;8.27.01.08.07;419.70000000000005
2266;8.24.53.26.00;418.28
2267;24.56.66.51.00;418.21999999999997
2268;8.11.92.09.00;417.74
2269;8.30.57.57.69;417.68
2270;8.25.01.08.06;417.08
2271;24.52.66.384.00;416.14
2272;24.52.159.121.00;415.84
2273;24.50.66.270.00;415.49
2274;24.11.159.122.00;414.96999999999997
2275;24.10.159.252.04;413.5
2276;24.10.159.218.00;412.99999999999994
2277;21.14.50.305.00;412.8
2278;24.50.66.782.18;412.8
2279;8.25.53.25.00;412.07
2280;24.57.159.29.00;411.85
2281;8.12.01.22.01;411.83
2282;24.10.159.378.06;411.51
2283;8.26.138.46.57;411.13
2284;24.50.66.721.01;410.19999999999993
2285;8.25.75.12.00;410.0
2286;24.11.175.118.57;409.9
2287;24.50.66.134.00;409.8
2288;8.24.23.58.18;409.32
2289;8.24.53.10.07;408.8
2290;24.11.159.87.00;408.4
2291;24.56.159.115.00;407.86
2292;24.55.66.43.04;407.3
2293;24.52.159.27.00;407.18
2294;24.57.159.67.00;407.02000000000004
2295;24.56.66.485.00;406.62
2296;24.10.159.69.08;406.15
2297;24.50.66.506.00;406.12
2298;24.56.66.584.01;404.8
2299;24.55.66.127.04;404.71000000000004
2300;8.67.33.03.00;404.1
2301;24.50.66.728.06;403.2
2302;24.57.159.57.16;402.34
2303;8.11.92.01.00;399.9
2304;8.25.92.13.10;399.9
2305;8.24.128.19.18;399.8
2306;8.24.128.09.07;399.8
2307;8.24.128.18.18;399.8
2308;8.24.128.20.11;399.8
2309;8.24.128.11.11;399.8
2310;24.55.66.226.00;399.8
2311;8.30.148.57.18;399.6
2312;8.24.53.74.07;399.6
2313;8.24.58.50.03;399.5
2314;8.25.105.06.11;399.0
2315;8.25.105.05.10;399.0
2316;8.25.53.71.00;399.0
2317;24.11.159.78.01;398.74
2318;8.25.53.29.114;398.42
2319;8.12.01.12.06;398.17999999999995
2320;8.03.71.16.07;398.0
2321;8.25.75.34.10;398.0
2322;8.25.75.46.01;397.98
2323;24.56.159.80.00;397.54999999999995
2324;24.68.163.07.00;396.40000000000003
2325;24.54.159.09.07;396.18
2326;24.68.163.17.00;395.8
2327;24.57.67.59.00;395.5
2328;8.30.92.27.69;395.11
2329;8.24.92.55.00;395.11
