;SKU;Faturamento
793;24.10.159.401.01;3138.48
794;8.24.91.03.00;3134.11
795;8.24.53.31.18;3132.7
796;8.30.53.55.00;3131.71
797;21.14.46.291.00;3119.88
798;8.09.03.121.01;3108.9
799;8.03.01.11.10;3105.0
800;24.11.175.31.01;3098.37
801;8.30.53.02.07;3096.88
802;24.50.66.691.00;3091.58
803;8.04.03.23.18;3088.6
804;24.11.175.171.57;3087.2400000000002
805;8.07.23.20.10;3086.92
806;24.52.159.21.00;3074.2799999999997
807;8.07.03.11.01;3069.43
808;8.04.02.12.06;3066.0
809;8.03.71.18.00;3039.75
810;24.57.66.21.00;3039.2999999999997
811;21.16.50.02.00;3033.58
812;24.57.159.14.01;3026.63
813;24.70.159.03.01;3019.9300000000003
814;8.06.23.11.11;3011.14
815;21.14.46.209.00;3004.3
816;21.14.46.289.06;2999.5
817;21.14.50.706.00;2999.38
818;8.01.71.19.07;2998.0
819;21.14.50.1364.57;2994.1
820;24.56.159.136.00;2992.3999999999996
821;24.55.159.55.00;2989.2400000000002
822;8.24.91.04.00;2987.1
823;24.55.159.12.18;2976.6000000000004
824;24.11.175.78.01;2968.26
825;24.50.163.06.00;2968.11
826;8.13.33.08.00;2965.9
827;8.06.23.09.07;2951.74
828;8.07.54.07.01;2950.58
829;8.08.23.01.01;2942.53
830;8.09.53.15.00;2938.8
831;24.11.159.89.00;2921.35
832;24.52.66.427.00;2916.77
833;24.11.175.130.06;2914.79
834;24.50.66.514.00;2911.97
835;8.25.01.21.07;2910.85
836;8.07.04.26.89;2910.6
837;24.54.66.39.07;2901.4700000000003
838;24.71.159.09.00;2896.78
839;8.07.103.03.01;2888.0
840;8.06.39.25.07;2883.55
841;24.56.66.388.06;2880.08
842;24.56.66.63.00;2862.31
843;8.25.108.02.00;2856.34
844;24.68.163.04.00;2855.88
845;8.60.171.03.07;2853.36
846;8.01.74.16.07;2845.0
847;24.52.66.398.00;2841.5899999999997
848;8.01.28.32.10;2829.1
849;24.53.163.03.00;2828.1
850;24.57.66.462.04;2824.94
851;8.25.57.52.06;2824.44
852;24.56.159.96.00;2814.24
853;24.10.159.374.01;2804.7400000000002
854;21.14.50.119.00;2794.2400000000002
855;24.51.159.43.10;2788.95
856;24.57.66.188.00;2778.34
857;24.11.159.35.00;2776.18
858;21.14.50.1055.00;2773.3999999999996
859;8.06.23.12.07;2771.57
860;24.10.159.326.00;2749.18
861;8.09.03.80.18;2736.6
862;8.09.57.01.06;2734.5299999999997
863;21.16.50.06.00;2729.81
864;8.09.23.61.01;2729.1000000000004
865;8.06.103.02.16;2726.9
866;8.02.68.01.01;2719.91
867;24.10.159.266.00;2719.1
868;8.30.53.01.18;2713.4500000000003
869;24.10.159.373.01;2712.84
870;24.10.159.304.00;2712.4
871;8.01.57.02.10;2709.54
872;8.09.23.41.27;2699.0
873;24.53.66.143.00;2696.25
874;24.55.66.90.04;2695.58
875;8.05.61.28.10;2693.25
876;24.53.163.09.00;2692.7400000000002
877;24.56.159.32.00;2692.39
878;21.14.50.1081.00;2688.6
879;24.56.66.293.00;2684.75
880;21.14.46.294.16;2684.1499999999996
881;8.07.03.18.01;2680.1800000000003
882;24.55.159.44.20;2668.7
883;24.11.159.99.00;2667.62
884;24.57.66.599.00;2662.2000000000003
885;8.05.61.11.10;2659.0
886;8.07.01.31.27;2639.9
887;24.54.159.17.00;2628.25
888;24.57.159.20.00;2618.9
889;24.56.159.81.06;2618.8599999999997
890;24.52.159.100.76;2618.06
891;8.11.23.07.01;2615.85
892;8.09.54.03.01;2609.7
893;21.14.50.454.00;2606.64
894;8.30.33.48.06;2605.9700000000003
895;8.07.23.22.10;2598.0
896;24.57.66.680.00;2594.27
897;21.14.46.52.01;2592.62
898;24.54.66.65.00;2591.86
899;24.53.66.212.01;2590.84
900;24.54.66.72.08;2587.0
901;21.14.50.1083.00;2579.215
902;8.04.04.06.18;2577.6
903;24.10.159.318.00;2574.87
904;8.02.02.06.01;2573.35
905;8.12.01.23.06;2568.42
906;6.28.60.08.70;2559.6
907;8.06.103.04.10;2557.9
908;21.14.50.348.00;2557.2
909;21.14.50.62.00;2554.2999999999997
910;8.06.03.11.07;2547.04
911;24.54.66.390.04;2541.4
912;8.04.01.12.108;2528.9
913;8.03.04.59.01;2522.3999999999996
914;24.52.66.66.00;2521.56
915;8.30.53.68.00;2518.56
916;24.57.159.10.00;2517.21
917;24.69.163.45.00;2510.7000000000003
918;24.50.66.511.00;2506.47
919;24.55.66.515.00;2503.4700000000003
920;8.04.76.03.10;2499.8
921;8.09.103.06.01;2499.0
922;24.56.159.57.00;2492.52
923;8.30.33.52.00;2492.0099999999998
924;8.04.01.01.10;2491.82
925;24.52.66.391.01;2489.94
926;8.08.30.01.01;2485.6
927;21.14.50.673.00;2482.0
928;8.07.32.44.00;2473.36
929;8.09.23.31.10;2469.9
930;8.09.04.125.08;2463.3999999999996
931;6.28.60.18.70;2457.0
932;24.50.66.510.00;2456.81
933;8.30.74.07.76;2449.0
934;8.03.71.09.00;2447.71
935;8.60.131.10.57;2446.0
936;21.14.46.192.10;2438.21
937;24.11.159.81.04;2438.0299999999997
938;24.57.159.74.06;2431.42
939;21.14.50.1015.00;2429.7
940;24.50.66.724.00;2424.44
941;24.56.66.41.04;2409.89
942;24.54.66.230.00;2407.75
943;24.68.163.13.00;2407.2999999999997
944;24.68.163.15.00;2405.94
945;21.49.46.383.76;2399.2
946;8.06.103.07.10;2397.0
947;24.56.159.118.07;2392.7799999999997
948;24.56.159.117.07;2391.8199999999997
949;24.11.159.98.00;2389.0899999999997
950;21.14.46.182.00;2383.8900000000003
951;8.09.04.118.10;2379.6
952;24.54.159.53.00;2361.65
953;24.53.66.90.00;2357.9300000000003
954;8.30.53.21.00;2354.83
955;21.14.175.14.01;2354.79
956;8.01.28.30.18;2349.6
957;24.54.159.45.00;2347.48
958;24.52.159.56.06;2347.29
959;8.01.182.02.10;2345.0
960;24.52.66.60.00;2344.01
961;24.52.159.32.00;2342.77
962;24.52.66.195.00;2334.5099999999998
963;21.14.50.1014.00;2331.24
964;8.06.04.22.10;2329.6
965;8.01.04.01.10;2323.17
966;24.54.65.05.00;2319.6
967;24.11.159.80.01;2318.78
968;8.30.53.04.07;2313.63
969;24.54.66.388.00;2307.5800000000004
970;24.50.66.427.00;2307.2400000000002
971;8.11.04.02.10;2304.9
972;8.25.53.37.00;2304.7
973;8.01.103.01.10;2301.2
974;24.55.66.520.00;2300.5
975;8.09.01.94.27;2299.0
976;8.03.74.07.01;2299.0
977;21.14.50.1359.01;2296.6
978;24.70.159.01.06;2294.31
979;8.09.03.31.01;2287.5
980;24.57.66.708.00;2285.75
981;24.55.66.294.00;2281.3999999999996
982;21.14.46.292.01;2271.6
983;8.02.02.02.30;2270.45
984;8.12.01.11.06;2268.15
985;21.14.50.962.00;2267.91
986;24.69.163.54.00;2262.2599999999998
987;8.25.57.207.07;2261.71
988;24.51.159.29.00;2261.24
989;24.54.66.170.00;2254.45
990;8.05.04.07.07;2254.1
991;24.56.66.165.00;2251.37
992;24.53.163.120.00;2249.98
993;21.14.50.726.00;2244.41
994;24.71.175.16.06;2231.11
995;24.54.66.382.00;2229.61
996;8.09.28.84.01;2227.1
997;8.08.53.04.01;2214.0
998;8.06.01.07.01;2207.8
999;21.40.50.19.00;2205.31
1000;24.10.159.338.10;2203.41
1001;24.11.159.33.00;2200.21
1002;8.09.39.28.18;2198.0
1003;8.01.39.03.05;2177.15
1004;8.11.33.06.17;2166.7799999999997
1005;21.14.50.665.00;2165.6
1006;8.04.92.05.10;2163.3
1007;24.11.175.160.57;2157.52
1008;24.56.159.126.00;2148.4
1009;24.50.66.774.04;2147.77
1010;8.10.33.01.69;2140.16
1011;8.25.57.201.06;2140.03
1012;24.52.66.79.00;2134.43
1013;24.11.175.115.10;2129.6
1014;24.51.159.31.01;2124.61
1015;8.07.23.02.11;2123.45
1016;8.03.84.01.01;2119.8
1017;8.11.33.05.18;2119.2200000000003
1018;8.24.58.54.03;2107.25
1019;24.53.66.214.01;2104.09
1020;21.40.46.1525.01;2103.2
1021;21.62.131.39.00;2099.0
1022;8.04.169.03.10;2097.0
1023;8.06.103.05.11;2097.0
1024;8.07.23.24.01;2095.9
1025;8.05.04.03.07;2091.3999999999996
1026;24.54.66.83.11;2078.5
1027;21.14.46.1202.01;2075.3999999999996
1028;8.04.03.22.07;2069.7
1029;24.10.159.269.00;2068.77
1030;24.50.66.290.00;2064.2999999999997
1031;24.50.66.14.11;2062.1
1032;24.71.159.03.00;2054.5
1033;8.30.127.08.69;2049.89
1034;21.40.50.20.00;2049.6
1035;24.51.159.33.01;2048.76
1036;8.30.33.56.06;2046.89
1037;8.06.04.05.07;2044.98
1038;8.60.131.04.06;2040.0
1039;24.52.159.106.69;2037.21
1040;24.56.159.48.00;2023.8
1041;24.56.66.78.08;2018.2999999999997
1042;21.14.50.36.00;2017.9
1043;24.54.66.384.00;2015.5300000000002
1044;24.10.159.384.00;2002.57
1045;24.69.163.44.00;2001.96
1046;8.09.01.28.31;1999.9
1047;24.57.159.24.00;1999.48
1048;8.09.02.119.01;1999.0
1049;24.56.159.77.01;1995.31
1050;8.07.23.14.10;1993.07
1051;21.40.46.486.12;1979.8
1052;8.03.23.06.01;1979.55
1053;8.24.53.56.07;1971.29
1054;21.14.50.453.00;1966.6499999999999
1055;8.30.148.29.06;1965.3799999999999
1056;8.30.53.53.00;1962.21
1057;8.09.01.98.27;1961.91
1058;24.11.159.75.00;1960.0600000000002
1059;8.24.53.64.00;1959.49
1060;21.14.50.835.00;1951.6
1061;21.14.46.430.07;1943.6999999999998
1062;24.56.66.590.01;1943.4999999999998
1063;21.14.50.308.00;1939.5
1064;24.50.66.218.05;1938.3700000000001
1065;24.54.66.364.00;1938.1499999999999
1066;8.02.03.01.01;1937.32
1067;8.11.04.01.07;1935.2
1068;8.09.39.29.57;1930.16
1069;8.08.23.03.10;1922.49
1070;8.06.03.13.18;1916.6000000000001
1071;24.50.66.692.00;1911.02
1072;8.03.28.20.01;1908.3
1073;24.57.66.480.00;1907.54
1074;24.10.159.309.00;1904.1599999999999
1075;24.55.159.58.00;1899.7099999999998
1076;8.04.92.07.01;1898.5
1077;8.25.53.76.00;1896.0
1078;21.40.46.03.01;1894.01
1079;8.01.103.02.11;1890.22
1080;8.03.161.01.10;1889.9
1081;24.69.163.39.00;1889.22
1082;24.50.66.545.00;1885.1000000000001
1083;24.52.159.89.00;1872.51
1084;8.09.39.27.01;1868.9
1085;24.50.66.720.04;1868.83
1086;24.53.163.61.00;1867.5
1087;24.54.159.05.00;1852.75
1088;24.54.66.379.00;1850.5000000000002
1089;24.55.66.298.00;1844.28
1090;24.57.66.408.00;1843.54
1091;24.56.66.68.00;1841.85
1092;21.14.175.45.01;1837.6599999999999
1093;8.09.53.45.01;1829.9
1094;8.07.53.16.01;1823.81
1095;24.50.66.289.00;1822.3
1096;24.69.163.31.00;1820.9
1097;8.30.33.54.00;1820.16
1098;8.05.28.09.10;1819.2
1099;8.25.75.50.01;1814.84
1100;8.30.33.04.00;1805.75
1101;24.50.66.312.18;1805.71
1102;8.12.01.13.06;1804.3999999999999
1103;8.25.02.01.06;1799.0
1104;8.07.23.19.01;1798.9
1105;8.09.76.29.01;1797.9
1106;8.08.02.01.10;1797.0
1107;24.50.66.757.00;1796.6699999999998
1108;8.09.03.78.07;1796.5
1109;24.57.66.25.00;1795.8
1110;8.13.57.06.69;1791.04
1111;24.55.66.524.00;1787.4
1112;8.06.04.15.01;1782.9
1113;24.11.159.36.00;1782.0
1114;8.09.03.13.01;1779.9
1115;24.53.163.02.00;1778.6499999999999
1116;24.52.159.74.07;1775.92
1117;24.11.159.74.00;1768.13
1118;24.55.66.523.00;1764.5
1119;24.69.163.53.00;1764.1000000000001
1120;24.57.66.08.06;1754.8000000000002
1121;24.52.66.70.00;1752.14
1122;24.57.66.04.00;1751.79
1123;8.09.01.79.27;1751.39
1124;24.54.159.29.00;1744.64
1125;24.57.66.162.00;1743.92
1126;8.24.57.93.06;1743.0
1127;8.24.91.05.00;1742.5500000000002
1128;8.09.01.59.01;1741.91
1129;8.11.02.02.79;1739.6999999999998
1130;24.57.66.24.00;1738.96
1131;24.53.66.169.00;1738.29
1132;24.11.175.53.57;1732.3
1133;8.06.03.17.18;1724.84
1134;24.53.163.75.00;1724.7
1135;24.50.66.771.00;1722.5800000000002
1136;24.51.159.02.10;1713.82
1137;8.01.74.04.06;1707.5
1138;21.14.50.810.00;1706.86
1139;8.25.94.02.57;1705.0
1140;24.52.66.419.00;1701.6699999999998
1141;21.40.50.54.00;1700.6999999999998
1142;8.06.23.13.11;1687.32
1143;24.54.65.04.00;1685.1200000000001
1144;8.25.53.38.00;1683.8999999999999
1145;8.25.01.16.06;1682.85
1146;24.57.159.21.00;1681.5
1147;24.54.66.100.01;1678.85
1148;24.10.159.119.20;1675.46
1149;24.55.66.517.00;1673.97
1150;24.50.66.715.05;1671.08
1151;24.53.66.220.00;1669.8
1152;24.54.66.156.00;1665.64
1153;8.60.171.04.18;1661.0
1154;24.11.175.134.06;1660.2
1155;24.10.159.319.00;1658.4199999999998
1156;21.14.46.342.112;1652.3999999999999
1157;21.14.50.931.00;1649.6999999999998
1158;24.51.159.10.06;1649.33
1159;8.25.57.206.10;1645.3
1160;8.25.53.97.00;1635.8999999999999
1161;24.52.66.100.00;1625.5
1162;24.10.159.303.00;1621.8799999999999
1163;8.11.33.01.11;1621.04
1164;21.14.46.398.12;1619.8
1165;8.10.01.02.11;1613.1
1166;8.09.04.79.07;1609.9
1167;8.06.23.14.06;1608.9
1168;8.06.04.13.01;1607.9
1169;21.40.46.1574.00;1604.7
1170;8.09.53.36.00;1598.0
1171;8.09.28.83.18;1598.0
1172;24.54.66.295.00;1597.1
1173;8.11.04.03.01;1596.01
1174;24.54.159.54.57;1591.3200000000002
1175;8.09.23.47.27;1590.21
1176;8.06.39.07.01;1589.3999999999999
1177;24.52.66.374.00;1587.9099999999999
1178;24.10.159.215.01;1585.21
1179;8.25.53.90.18;1581.92
1180;8.25.57.47.69;1579.3300000000002
1181;24.53.163.12.00;1578.22
1182;8.03.23.04.10;1577.2
1183;8.06.76.01.06;1576.05
1184;24.52.66.334.00;1574.88
1185;8.25.92.06.10;1570.09
1186;8.30.33.12.00;1568.0
1187;8.24.58.55.18;1566.62
1188;24.71.159.01.00;1565.96
1189;24.53.163.169.00;1563.6
1190;8.30.53.22.06;1561.65
1191;21.14.50.746.00;1559.51
1192;24.50.66.759.00;1557.69
1193;24.10.159.329.00;1554.49
1194;24.52.66.29.10;1552.46
1195;24.54.66.352.00;1550.1599999999999
1196;24.50.66.381.00;1547.21
1197;24.53.163.157.00;1542.9499999999998
1198;21.14.46.140.06;1541.99
1199;24.56.66.327.04;1541.1699999999998
1200;21.14.50.100.00;1539.3999999999999
1201;24.54.66.111.00;1539.1
1202;8.09.23.56.10;1538.9
1203;21.14.46.66.10;1537.8
1204;8.30.53.48.00;1537.0
1205;24.10.159.156.00;1536.74
1206;8.30.33.35.00;1536.6
1207;8.27.01.02.18;1536.19
1208;24.52.159.91.00;1533.4199999999998
1209;8.30.33.13.00;1532.99
1210;8.25.81.01.00;1531.92
1211;24.71.175.17.01;1531.9
1212;8.24.53.60.07;1530.23
1213;24.54.66.240.00;1529.91
1214;21.14.50.490.00;1529.82
1215;8.04.61.03.11;1529.15
1216;8.01.74.09.10;1525.92
1217;24.52.66.265.00;1523.79
1218;24.54.66.67.07;1523.71
1219;24.53.163.26.00;1520.96
1220;24.10.159.442.10;1517.9
1221;8.30.53.40.00;1509.51
1222;24.50.66.308.18;1509.4
1223;24.52.66.102.00;1501.52
1224;8.60.85.68.00;1500.0
1225;8.09.23.71.01;1499.0
1226;8.01.71.07.18;1499.0
1227;8.09.23.69.01;1499.0
1228;24.10.159.288.08;1497.9199999999998
1229;24.68.174.28.00;1495.31
1230;24.52.66.50.00;1494.9499999999998
1231;8.05.33.02.07;1489.6999999999998
1232;24.57.159.32.00;1487.91
1233;21.14.50.1158.00;1486.02
1234;24.50.66.210.05;1484.74
1235;24.11.175.29.06;1481.6100000000001
1236;8.01.03.04.01;1481.5
1237;21.14.50.347.00;1479.6
1238;8.09.01.76.16;1469.9
1239;8.30.53.41.00;1469.0600000000002
1240;24.71.159.07.00;1467.8200000000002
1241;24.56.66.610.00;1465.04
1242;24.53.66.170.00;1461.3
1243;8.30.33.39.00;1460.6
1244;8.25.70.34.00;1460.57
1245;24.11.175.80.57;1458.06
1246;24.54.66.370.00;1456.6000000000001
1247;21.14.50.495.00;1455.9
1248;24.11.159.92.05;1453.55
1249;24.56.159.101.02;1451.4950000000001
1250;8.30.53.14.18;1450.68
1251;8.01.103.03.07;1445.0
1252;24.53.163.153.00;1443.95
1253;24.57.66.581.00;1443.1
1254;24.54.66.243.00;1442.3200000000002
1255;8.09.76.71.07;1439.9
1256;21.14.50.929.00;1439.4
1257;8.09.39.08.10;1439.1
1258;24.68.163.02.00;1437.1000000000001
1259;8.09.01.64.01;1433.5
1260;8.06.03.12.10;1429.04
1261;24.54.66.296.00;1428.49
1262;8.24.53.47.17;1428.1
1263;24.54.159.44.00;1424.22
1264;24.55.66.516.00;1424.11
1265;8.03.57.04.69;1420.9
1266;8.25.53.89.07;1420.6100000000001
1267;24.52.66.57.00;1418.96
1268;24.50.66.717.05;1417.74
1269;8.06.39.23.18;1414.97
1270;24.10.159.238.08;1413.7
1271;8.03.04.67.01;1412.21
1272;24.53.66.37.00;1409.79
1273;24.50.66.693.00;1408.9499999999998
1274;21.14.46.253.76;1407.09
1275;24.52.159.47.00;1404.2199999999998
1276;24.54.159.24.00;1403.3100000000002
1277;24.53.66.211.10;1401.17
1278;24.52.159.85.00;1400.51
1279;8.04.169.02.57;1398.0
1280;8.09.03.74.01;1394.6
1281;24.11.159.02.00;1394.53
1282;24.68.163.06.00;1389.3999999999999
1283;24.54.159.20.00;1388.6000000000001
1284;24.57.66.464.07;1386.0
1285;8.12.01.04.06;1384.02
1286;21.14.50.1056.00;1383.85
1287;24.52.66.385.00;1380.8799999999999
1288;8.24.53.37.00;1379.8799999999999
1289;8.03.28.23.01;1379.6999999999998
1290;24.51.159.34.10;1376.56
1291;21.14.46.1537.08;1375.82
1292;8.01.70.07.18;1373.69
1293;24.11.159.79.01;1372.6299999999999
1294;8.09.01.54.01;1369.95
1295;21.14.50.758.00;1369.6
1296;8.25.75.04.10;1368.91
1297;8.30.53.26.00;1366.8200000000002
1298;24.10.159.62.01;1365.33
1299;24.10.159.273.00;1362.82
1300;8.07.23.21.01;1359.9
1301;24.69.163.76.00;1358.28
1302;21.14.50.1362.06;1357.8
1303;24.10.159.225.04;1354.32
1304;24.52.66.220.00;1353.81
1305;21.40.46.1590.18;1351.16
1306;24.69.163.14.00;1349.1799999999998
1307;24.54.66.287.00;1348.25
1308;8.24.53.63.00;1347.5
1309;8.30.92.03.69;1346.25
1310;21.14.50.1085.00;1343.3600000000001
1311;24.56.66.356.00;1341.74
1312;24.11.175.05.01;1341.04
1313;8.09.03.12.07;1339.7
1314;21.14.50.532.00;1339.5
1315;8.09.54.02.01;1338.8
1316;24.53.66.72.00;1338.3500000000001
1317;8.30.57.53.11;1337.9
1318;24.10.159.271.00;1337.0
1319;8.25.01.02.01;1336.6000000000001
1320;24.11.175.163.57;1332.05
1321;24.55.66.519.00;1327.71
1322;24.54.66.42.00;1322.6000000000001
1323;21.40.46.465.16;1322.4
1324;24.57.66.451.00;1312.69
1325;24.55.66.518.00;1309.04
1326;24.11.175.17.01;1308.5
1327;8.09.03.105.10;1305.57
1328;24.52.66.30.06;1302.72
1329;8.09.23.57.10;1300.8
1330;8.03.04.51.18;1300.6999999999998
1331;24.10.159.325.00;1299.5400000000002
1332;24.69.163.10.00;1299.3
1333;8.13.53.02.69;1299.2
1334;8.09.02.106.01;1299.0
1335;24.50.66.180.06;1297.1000000000001
1336;8.24.23.03.18;1296.3
1337;24.50.66.560.00;1292.5
1338;8.09.03.111.18;1291.9
1339;8.30.33.50.00;1290.15
1340;24.56.159.45.00;1285.49
1341;8.25.135.04.00;1285.4
1342;24.50.66.201.00;1284.7
1343;24.52.66.372.00;1284.47
1344;8.11.33.04.11;1281.4
1345;8.25.83.01.00;1280.6299999999999
1346;8.13.57.07.18;1277.8
1347;24.50.66.780.00;1277.26
1348;24.11.175.11.06;1275.41
1349;8.27.04.02.18;1274.6000000000001
1350;8.09.74.07.110;1274.15
1351;24.68.163.11.00;1271.6
1352;24.50.66.781.00;1269.92
1353;8.25.75.41.00;1267.7
1354;21.40.50.27.00;1261.5
1355;8.25.57.179.06;1259.15
1356;24.70.175.05.10;1257.9
1357;8.04.04.01.07;1255.79
1358;24.11.175.35.01;1253.24
1359;8.05.28.01.00;1249.9
1360;8.09.74.18.10;1249.0
1361;8.25.01.37.01;1248.1
1362;8.30.57.49.11;1246.91
1363;8.25.53.46.00;1245.6
1364;8.25.53.40.00;1244.8799999999999
1365;24.50.66.277.00;1241.1000000000001
1366;24.10.159.205.08;1231.54
1367;24.52.66.200.01;1231.23
1368;24.50.66.393.00;1230.35
1369;8.30.53.18.06;1228.6000000000001
1370;21.14.46.407.06;1227.9
1371;24.71.159.13.00;1227.8600000000001
1372;8.10.53.02.07;1226.3
1373;8.03.01.12.10;1222.2
1374;8.25.53.31.00;1221.7
1375;24.53.66.91.00;1219.3
1376;8.04.39.04.00;1218.0
1377;8.09.03.87.10;1215.13
1378;24.10.159.164.00;1214.04
1379;8.01.74.05.10;1213.2
1380;8.03.71.10.00;1211.02
1381;21.40.46.1527.06;1210.29
1382;8.03.04.52.08;1206.6999999999998
1383;24.10.159.57.18;1203.66
1384;24.53.66.164.00;1203.33
1385;24.11.159.86.00;1202.75
1386;8.30.170.20.11;1199.99
1387;8.02.161.01.01;1199.9
1388;8.09.39.07.01;1199.9
1389;8.25.01.38.06;1199.5900000000001
1390;6.15.12.53.76;1199.0
1391;24.10.159.206.00;1194.7
1392;8.24.53.40.00;1193.0
1393;8.30.127.07.69;1192.97
1394;8.09.03.117.01;1189.9
1395;24.54.66.110.00;1188.18
1396;24.51.159.01.00;1187.7199999999998
1397;8.07.04.03.07;1186.21
1398;24.57.67.78.00;1185.72
1399;24.70.159.15.57;1185.1
1400;8.29.01.01.16;1184.3
1401;24.56.66.537.00;1184.0
1402;8.07.23.04.01;1182.9
1403;8.25.53.41.00;1182.81
1404;24.10.159.375.01;1177.8
1405;24.55.66.526.00;1177.4
1406;24.71.159.24.01;1175.48
1407;24.10.159.391.57;1174.18
1408;24.54.66.385.07;1173.95
1409;24.52.159.55.00;1173.1399999999999
1410;24.55.66.78.04;1170.26
1411;24.11.159.85.01;1169.9299999999998
1412;24.52.66.420.00;1166.6
1413;24.55.66.84.05;1165.4099999999999
1414;8.05.03.02.18;1162.7
1415;8.07.23.13.01;1162.1100000000001
1416;24.10.159.264.00;1161.25
1417;24.10.159.224.00;1160.46
1418;24.11.175.161.57;1159.52
1419;8.04.92.06.10;1159.42
1420;24.53.163.05.00;1158.91
1421;8.09.03.01.10;1155.9
1422;8.11.92.06.00;1155.79
1423;21.14.50.1357.01;1155.22
1424;24.10.159.287.10;1154.22
1425;24.11.159.37.00;1151.3
1426;8.03.23.06.57;1146.3
1427;21.14.50.1054.00;1142.35
1428;8.06.04.23.18;1141.8
1429;24.54.66.09.00;1141.73
1430;21.40.50.56.00;1140.83
1431;24.54.66.154.11;1139.5
1432;24.56.66.583.10;1139.19
1433;8.24.53.15.18;1138.8000000000002
1434;24.56.159.20.18;1138.2099999999998
1435;24.57.66.135.05;1138.1
1436;8.01.74.18.18;1138.0
1437;8.24.53.41.11;1136.49
1438;24.50.66.776.06;1135.81
1439;8.27.57.03.18;1135.79
1440;24.52.66.400.00;1135.1799999999998
1441;8.24.53.18.18;1130.8
1442;21.40.46.1522.06;1129.4
1443;21.14.50.529.00;1129.1399999999999
1444;24.54.66.353.00;1127.7
1445;21.14.50.1159.00;1124.16
1446;24.60.159.04.01;1123.1999999999998
1447;24.50.66.719.04;1121.1599999999999
1448;24.10.159.85.01;1121.0
1449;8.10.53.01.18;1119.4
1450;8.09.74.01.01;1119.2
1451;24.10.159.327.00;1118.68
1452;8.03.74.04.01;1107.6
1453;24.11.175.156.57;1107.57
1454;24.53.163.89.00;1107.51
1455;8.03.68.01.01;1105.2
1456;24.69.163.04.00;1105.0
1457;21.14.50.722.00;1104.6999999999998
1458;24.56.66.345.00;1104.54
1459;21.14.46.422.06;1103.69
1460;24.55.66.61.04;1100.72
1461;24.11.175.86.57;1100.6
1462;8.30.148.30.76;1099.8
1463;8.09.39.11.01;1099.0
1464;21.14.50.74.00;1097.6999999999998
1465;8.09.03.42.00;1091.81
1466;24.71.159.20.01;1090.39
1467;8.06.39.29.01;1088.95
1468;8.25.57.181.18;1087.96
1469;21.14.175.18.01;1080.8
1470;24.54.66.380.00;1080.0
1471;24.55.66.502.00;1077.8
1472;24.11.175.127.06;1077.61
1473;24.68.163.22.00;1073.9199999999998
1474;21.40.46.1530.01;1073.6999999999998
1475;8.06.39.13.06;1073.31
1476;8.12.74.05.06;1070.02
1477;8.06.39.28.10;1069.9
1478;21.40.50.08.00;1068.42
1479;8.05.03.18.18;1067.6999999999998
1480;24.52.66.386.06;1067.31
1481;24.11.175.40.10;1065.5
1482;24.56.159.92.00;1065.23
1483;8.06.39.09.11;1059.6
1484;24.54.66.355.00;1055.7
1485;24.57.66.413.00;1052.81
1486;8.04.33.01.00;1049.9
1487;3.03.64.05.00;1049.0
1488;24.52.159.98.00;1045.81
1489;24.52.66.40.00;1043.1000000000001
1490;8.24.58.06.03;1043.1
1491;24.69.163.08.00;1041.83
1492;21.40.50.33.00;1041.6
1493;8.05.28.02.11;1039.9
1494;21.14.50.669.00;1039.6
1495;24.57.66.230.00;1038.53
1496;8.60.131.09.57;1036.0
1497;8.06.04.11.16;1034.9
1498;24.56.159.53.00;1034.8600000000001
1499;24.10.159.444.20;1034.09
1500;24.10.159.296.08;1031.82
1501;22.25.168.01.06;1030.5
1502;8.01.74.15.07;1028.6
1503;8.25.101.01.16;1028.37
1504;8.30.33.37.00;1028.3
1505;8.25.75.02.00;1025.9
1506;24.53.66.139.01;1023.9399999999999
1507;8.25.53.34.114;1023.14
1508;24.50.66.755.00;1022.4000000000001
1509;8.09.03.114.10;1019.9
1510;24.52.159.72.18;1018.9399999999999
1511;8.30.57.05.18;1017.56
1512;24.57.66.669.00;1016.63
1513;21.40.46.356.06;1015.7
1514;24.11.159.110.05;1012.0
1515;24.10.159.295.08;1011.02
1516;8.11.160.19.113;1009.6999999999999
1517;24.53.163.166.00;1006.98
1518;8.25.01.23.01;1006.4
1519;24.69.163.46.00;1006.2
1520;24.57.159.58.01;1004.67
1521;8.11.160.01.07;1003.6899999999999
1522;24.54.66.68.18;1002.58
1523;21.14.50.818.00;1002.0600000000001
1524;24.11.175.155.57;1001.6999999999999
1525;8.06.28.13.80;999.8
1526;8.01.74.03.10;999.0
1527;24.53.66.163.00;997.04
1528;21.14.50.09.00;995.8
1529;21.14.50.08.00;995.11
1530;8.30.53.19.00;992.7900000000001
1531;8.30.53.03.18;992.7
1532;24.54.65.34.00;991.88
1533;24.57.66.220.00;991.46
1534;8.11.01.04.01;990.58
1535;8.24.92.51.00;990.12
1536;24.55.66.271.00;989.82
1537;8.30.148.34.76;989.8
1538;8.30.53.76.69;989.25
1539;21.14.50.1356.18;987.8900000000001
1540;24.57.66.404.00;987.6899999999999
1541;8.60.171.05.07;981.91
1542;24.50.66.06.00;981.87
1543;8.25.58.24.06;979.9
1544;24.10.159.394.57;979.0
1545;24.11.175.24.57;975.55
1546;24.10.159.65.04;971.76
1547;8.25.75.39.18;970.97
